18:43:40; Klyze; (2093, 63, -545);
18:43:45; Klyze; (2065, 64, -551);
18:43:50; Klyze; (2066, 63, -550);
18:43:55; Klyze; (2068, 63, -548);
18:44; Klyze; (2064, 64, -549);
18:44:05; Klyze; (2062, 65, -560);
18:44:05; legoDBuddy; (-53, 68, -157);
18:44:10; Klyze; (2058, 65, -561);
18:44:10; legoDBuddy; (-54, 65, -157);
18:44:10; Anip24; (-16, 67, -1225);
18:44:15; Klyze; (2061, 65, -550);
18:44:15; legoDBuddy; (-55, 67, -156);
18:44:15; Anip24; (-31, 66, -1217);
18:44:20; Klyze; (2051, 65, -549);
18:44:20; legoDBuddy; (-68, 67, -164);
18:44:20; Anip24; (-18, 67, -1226);
18:44:25; Klyze; (2052, 65, -537);
18:44:25; legoDBuddy; (-80, 64, -169);
18:44:25; Anip24; (-5, 70, -1253);
18:44:30; Klyze; (2049, 65, -541);
18:44:30; legoDBuddy; (-97, 64, -169);
18:44:30; Anip24; (-2, 70, -1272);
18:44:35; Klyze; (2050, 65, -560);
18:44:35; legoDBuddy; (-112, 64, -182);
18:44:35; Anip24; (-2, 70, -1272);
18:44:40; Klyze; (2054, 65, -567);
18:44:40; legoDBuddy; (-112, 63, -175);
18:44:45; Klyze; (2050, 65, -556);
18:44:45; legoDBuddy; (-138, 64, -144);
18:44:50; Klyze; (2054, 65, -553);
18:44:50; legoDBuddy; (-130, 64, -120);
18:44:55; Klyze; (2062, 63, -551);
18:44:55; legoDBuddy; (-158, 65, -103);
18:45; Klyze; (2063, 62, -565);
18:45; legoDBuddy; (-162, 64, -103);
18:45:05; Klyze; (2069, 68, -567);
18:45:05; legoDBuddy; (-162, 64, -103);
18:45:10; Klyze; (2067, 63, -564);
18:45:10; legoDBuddy; (-165, 64, -105);
18:45:15; Klyze; (2056, 63, -561);
18:45:15; legoDBuddy; (-198, 64, -133);
18:45:20; Klyze; (2058, 63, -560);
18:45:20; legoDBuddy; (-240, 69, -158);
18:45:25; Klyze; (2060, 63, -558);
18:45:25; legoDBuddy; (-263, 64, -171);
18:45:30; Klyze; (2057, 63, -558);
18:45:30; legoDBuddy; (-280, 62, -185);
18:45:35; Klyze; (2049, 63, -552);
18:45:35; legoDBuddy; (-300, 65, -200);
18:45:40; Klyze; (2047, 63, -539);
18:45:40; legoDBuddy; (-323, 63, -208);
18:45:45; Klyze; (2050, 63, -536);
18:45:45; legoDBuddy; (-323, 63, -207);
18:45:50; Klyze; (2048, 63, -548);
18:45:50; legoDBuddy; (-316, 61, -202);
18:45:55; Klyze; (2059, 63, -547);
18:45:55; legoDBuddy; (-295, 63, -207);
