[INFO] <2022-04-07; 11:07:12> Player Tracker Decoder App v1.5.4 - LOG FILE
   [INFO] <2022-04-07; 11:07:12> Initializing logger
   [INFO] <2022-04-07; 11:07:12> Logger successfully initialized
   [INFO] <2022-04-07; 11:07:12> Initializing primary systems
   [INFO] <2022-04-07; 11:07:12> Initializing settings subsystem
   [INFO] <2022-04-07; 11:07:12> Fetching and parsing settings from config file
   [INFO] <2022-04-07; 11:07:12> Settings: 12
   [INFO] <2022-04-07; 11:07:12> 11
   [INFO] <2022-04-07; 11:07:12> true
   [INFO] <2022-04-07; 11:07:12> 0
   [INFO] <2022-04-07; 11:07:12> true
   [INFO] <2022-04-07; 11:07:12> 5.0
   [INFO] <2022-04-07; 11:07:12> true
   [INFO] <2022-04-07; 11:07:12> LINE
   [INFO] <2022-04-07; 11:07:12> 237
   [INFO] <2022-04-07; 11:07:12> false
   [INFO] <2022-04-07; 11:07:12> false
   [INFO] <2022-04-07; 11:07:12> false
   [INFO] <2022-04-07; 11:07:12> Successfully fetched and parsed settings from config file
   [INFO] <2022-04-07; 11:07:12> Successfully initialized settings subsystem
   [INFO] <2022-04-07; 11:07:12> Initializing decoder subsystem
   [INFO] <2022-04-07; 11:07:12> Successfully initialized decoder subsystem
   [INFO] <2022-04-07; 11:07:12> Initializing primary frame subsystem
   [INFO] <2022-04-07; 11:07:12> Initializing main display subsystem
   [INFO] <2022-04-07; 11:07:12> Successfully initialized main display subsystem
   [INFO] <2022-04-07; 11:07:12> Successfully initialized primary frame subsystem
   [INFO] <2022-04-07; 11:07:13> Successfully initialized all subsystems
   [INFO] <2022-04-07; 11:07:17> Decoding process started
   [INFO] <2022-04-07; 11:07:17> Decoding data
   [INFO] <2022-04-07; 11:07:17> Fetched and indexed input file
   [INFO] <2022-04-07; 11:07:17> maxX: 2069 minX: -374; maxY: 58 minY: -1563
   [INFO] <2022-04-07; 11:07:17> xRange: 2443 yRange: 1621
   [INFO] <2022-04-07; 11:07:17> Successfully decoded data
   [INFO] <2022-04-07; 11:07:17> Setting data to display
   [INFO] <2022-04-07; 11:07:17> Successfully set data to display
   [INFO] <2022-04-07; 11:07:17> Updating points
   [INFO] <2022-04-07; 11:07:17> Updated points: 2514
   [INFO] <2022-04-07; 11:07:17> Decoding process finished successfully
   [INFO] <2022-04-07; 11:07:17> Initializing toolbar subsystem
   [INFO] <2022-04-07; 11:07:17> Successfully initialized toolbar subsystem
   [INFO] <2022-04-07; 11:07:17> Selected files: 1
   [INFO] <2022-04-07; 11:07:17> World background images are present, opening selection screen
   [INFO] <2022-04-07; 11:07:17> World background image is present, loading world background image
   [INFO] <2022-04-07; 11:07:19> Selected world background images: 1
   [INFO] <2022-04-07; 11:07:29> Saving and writing settings to config file
   [INFO] <2022-04-07; 11:07:29> Successfully saved and wrote settings to config file
