[INFO] <2022-05-14; 11:52:50.272>    Player Tracker Decoder App v1.7.0 - LOG FILE
   [INFO] <2022-05-14; 11:52:50.273> Initializing logger
   [INFO] <2022-05-14; 11:52:50.274> Logger successfully initialized
   [INFO] <2022-05-14; 11:52:50.274> Initializing primary systems
   [INFO] <2022-05-14; 11:52:50.276> Initializing settings subsystem
   [INFO] <2022-05-14; 11:52:50.276> Fetching and parsing settings from config file
   [INFO] <2022-05-14; 11:52:50.277> Settings: 17
   [INFO] <2022-05-14; 11:52:50.277> 1
   [INFO] <2022-05-14; 11:52:50.278> true
   [INFO] <2022-05-14; 11:52:50.278> 0
   [INFO] <2022-05-14; 11:52:50.279> true
   [INFO] <2022-05-14; 11:52:50.279> 5.0
   [INFO] <2022-05-14; 11:52:50.280> true
   [INFO] <2022-05-14; 11:52:50.288> Dot
   [INFO] <2022-05-14; 11:52:50.288> 200
   [INFO] <2022-05-14; 11:52:50.289> false
   [INFO] <2022-05-14; 11:52:50.289> true
   [INFO] <2022-05-14; 11:52:50.289> false
   [INFO] <2022-05-14; 11:52:50.290> false
   [INFO] <2022-05-14; 11:52:50.290> false
   [INFO] <2022-05-14; 11:52:50.290> ageFadeThreshold: 0
   [INFO] <2022-05-14; 11:52:50.290> ChangeSize
   [INFO] <2022-05-14; 11:52:50.290> 0
   [INFO] <2022-05-14; 11:52:50.291> Successfully fetched and parsed settings from config file
   [INFO] <2022-05-14; 11:52:50.291> Successfully initialized settings subsystem
   [INFO] <2022-05-14; 11:52:50.292> Initializing decoder subsystem
   [INFO] <2022-05-14; 11:52:50.293> Successfully initialized decoder subsystem
   [INFO] <2022-05-14; 11:52:50.293> Initializing primary frame subsystem
   [INFO] <2022-05-14; 11:52:50.453> Initializing main display subsystem
   [INFO] <2022-05-14; 11:52:50.454> Antialiasing enabled on main display panel
   [INFO] <2022-05-14; 11:52:50.454> Successfully initialized main display subsystem
   [INFO] <2022-05-14; 11:52:50.543> Successfully initialized primary frame subsystem
   [INFO] <2022-05-14; 11:52:50.544> Loading resources
   [INFO] <2022-05-14; 11:52:51.656> Successfully initialized all subsystems
   [INFO] <2022-05-14; 11:53:00.875> Selected files: 57
   [INFO] <2022-05-14; 11:53:00.875> Decoding process started
   [INFO] <2022-05-14; 11:53:00.876> Decoding data
   [INFO] <2022-05-14; 11:53:00.876> Fetched and indexed input file: server-overworld-log-2022-01-21.txt
   [INFO] <2022-05-14; 11:53:00.877> Fetched and indexed input file: server-overworld-log-2022-01-22.txt
   [INFO] <2022-05-14; 11:53:00.877> Fetched and indexed input file: server-overworld-log-2022-01-23.txt
   [INFO] <2022-05-14; 11:53:00.877> Fetched and indexed input file: server-overworld-log-2022-01-24.txt
   [INFO] <2022-05-14; 11:53:00.877> Fetched and indexed input file: server-overworld-log-2022-01-25.txt
   [INFO] <2022-05-14; 11:53:00.878> Fetched and indexed input file: server-overworld-log-2022-01-28.txt
   [INFO] <2022-05-14; 11:53:00.878> Fetched and indexed input file: server-overworld-log-2022-01-29.txt
   [INFO] <2022-05-14; 11:53:00.878> Fetched and indexed input file: server-overworld-log-2022-01-30.txt
   [INFO] <2022-05-14; 11:53:00.879> Fetched and indexed input file: server-overworld-log-2022-01-31.txt
   [INFO] <2022-05-14; 11:53:00.879> Fetched and indexed input file: server-overworld-log-2022-02-01.txt
   [INFO] <2022-05-14; 11:53:00.879> Fetched and indexed input file: server-overworld-log-2022-02-02.txt
   [INFO] <2022-05-14; 11:53:00.880> Fetched and indexed input file: server-overworld-log-2022-02-03.txt
   [INFO] <2022-05-14; 11:53:00.880> Fetched and indexed input file: server-overworld-log-2022-02-04.txt
   [INFO] <2022-05-14; 11:53:00.880> Fetched and indexed input file: server-overworld-log-2022-02-05.txt
   [INFO] <2022-05-14; 11:53:00.881> Fetched and indexed input file: server-overworld-log-2022-02-06.txt
   [INFO] <2022-05-14; 11:53:00.881> Fetched and indexed input file: server-overworld-log-2022-02-08.txt
   [INFO] <2022-05-14; 11:53:00.881> Fetched and indexed input file: server-overworld-log-2022-02-09.txt
   [INFO] <2022-05-14; 11:53:00.882> Fetched and indexed input file: server-overworld-log-2022-02-10.txt
   [INFO] <2022-05-14; 11:53:00.882> Fetched and indexed input file: server-overworld-log-2022-02-11.txt
   [INFO] <2022-05-14; 11:53:00.882> Fetched and indexed input file: server-overworld-log-2022-02-12.txt
   [INFO] <2022-05-14; 11:53:00.883> Fetched and indexed input file: server-overworld-log-2022-02-13.txt
   [INFO] <2022-05-14; 11:53:00.883> Fetched and indexed input file: server-overworld-log-2022-02-14.txt
   [INFO] <2022-05-14; 11:53:00.883> Fetched and indexed input file: server-overworld-log-2022-02-15.txt
   [INFO] <2022-05-14; 11:53:00.884> Fetched and indexed input file: server-overworld-log-2022-02-17.txt
   [INFO] <2022-05-14; 11:53:00.884> Fetched and indexed input file: server-overworld-log-2022-02-18.txt
   [INFO] <2022-05-14; 11:53:00.884> Fetched and indexed input file: server-overworld-log-2022-02-19.txt
   [INFO] <2022-05-14; 11:53:00.885> Fetched and indexed input file: server-overworld-log-2022-02-20.txt
   [INFO] <2022-05-14; 11:53:00.885> Fetched and indexed input file: server-overworld-log-2022-02-21.txt
   [INFO] <2022-05-14; 11:53:00.885> Fetched and indexed input file: server-overworld-log-2022-02-22.txt
   [INFO] <2022-05-14; 11:53:00.885> Fetched and indexed input file: server-overworld-log-2022-02-23.txt
   [INFO] <2022-05-14; 11:53:00.886> Fetched and indexed input file: server-overworld-log-2022-02-24.txt
   [INFO] <2022-05-14; 11:53:00.886> Fetched and indexed input file: server-overworld-log-2022-02-25.txt
   [INFO] <2022-05-14; 11:53:00.886> Fetched and indexed input file: server-overworld-log-2022-02-26.txt
   [INFO] <2022-05-14; 11:53:00.887> Fetched and indexed input file: server-overworld-log-2022-02-27.txt
   [INFO] <2022-05-14; 11:53:00.887> Fetched and indexed input file: server-overworld-log-2022-03-03.txt
   [INFO] <2022-05-14; 11:53:00.887> Fetched and indexed input file: server-overworld-log-2022-03-05.txt
   [INFO] <2022-05-14; 11:53:00.888> Fetched and indexed input file: server-overworld-log-2022-03-06.txt
   [INFO] <2022-05-14; 11:53:00.888> Fetched and indexed input file: server-overworld-log-2022-03-11.txt
   [INFO] <2022-05-14; 11:53:00.888> Fetched and indexed input file: server-overworld-log-2022-03-12.txt
   [INFO] <2022-05-14; 11:53:00.889> Fetched and indexed input file: server-overworld-log-2022-03-13.txt
   [INFO] <2022-05-14; 11:53:00.889> Fetched and indexed input file: server-overworld-log-2022-03-14.txt
   [INFO] <2022-05-14; 11:53:00.889> Fetched and indexed input file: server-overworld-log-2022-03-15.txt
   [INFO] <2022-05-14; 11:53:00.890> Fetched and indexed input file: server-overworld-log-2022-03-18.txt
   [INFO] <2022-05-14; 11:53:00.890> Fetched and indexed input file: server-overworld-log-2022-03-21.txt
   [INFO] <2022-05-14; 11:53:00.890> Fetched and indexed input file: server-overworld-log-2022-03-22.txt
   [INFO] <2022-05-14; 11:53:00.890> Fetched and indexed input file: server-overworld-log-2022-03-23.txt
   [INFO] <2022-05-14; 11:53:00.891> Fetched and indexed input file: server-overworld-log-2022-03-24.txt
   [INFO] <2022-05-14; 11:53:00.891> Fetched and indexed input file: server-overworld-log-2022-03-25.txt
   [INFO] <2022-05-14; 11:53:00.891> Fetched and indexed input file: server-overworld-log-2022-03-26.txt
   [INFO] <2022-05-14; 11:53:00.892> Fetched and indexed input file: server-overworld-log-2022-03-27.txt
   [INFO] <2022-05-14; 11:53:00.892> Fetched and indexed input file: server-overworld-log-2022-03-28.txt
   [INFO] <2022-05-14; 11:53:00.893> Fetched and indexed input file: server-overworld-log-2022-03-29.txt
   [INFO] <2022-05-14; 11:53:00.893> Fetched and indexed input file: server-overworld-log-2022-03-30.txt
   [INFO] <2022-05-14; 11:53:00.893> Fetched and indexed input file: server-overworld-log-2022-03-31.txt
   [INFO] <2022-05-14; 11:53:00.894> Fetched and indexed input file: server-overworld-log-2022-04-01.txt
   [INFO] <2022-05-14; 11:53:00.894> Fetched and indexed input file: server-overworld-log-2022-04-02.txt
   [INFO] <2022-05-14; 11:53:00.894> Fetched and indexed input file: server-overworld-log-2022-04-03.txt
   [INFO] <2022-05-14; 11:53:01.685> maxX: 8634 minX: -6267; maxY: 2590 minY: -5018
   [INFO] <2022-05-14; 11:53:01.686> xRange: 14901 yRange: 7608
   [INFO] <2022-05-14; 11:53:01.686> Successfully decoded data
   [INFO] <2022-05-14; 11:53:01.686> Setting data to display
   [INFO] <2022-05-14; 11:53:01.753> Successfully set data to display
   [INFO] <2022-05-14; 11:53:01.754> Updating points
   [INFO] <2022-05-14; 11:53:01.840> Updated points: 102567
   [INFO] <2022-05-14; 11:53:01.841> Initializing toolbar subsystem
   [INFO] <2022-05-14; 11:53:02.962> Successfully initialized toolbar subsystem
   [INFO] <2022-05-14; 11:53:02.964> Selected files: 57
   [INFO] <2022-05-14; 11:53:02.964> World background images are present, opening selection screen
   [INFO] <2022-05-14; 11:53:02.967> Opening world background image dialog
   [INFO] <2022-05-14; 11:53:02.967> Decoding process finished successfully
   [INFO] <2022-05-14; 11:53:09.138> Selected world background images: 57
   [INFO] <2022-05-14; 11:53:13.551> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:13.555> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:13.557> Changed draw type to: Pixel
   [INFO] <2022-05-14; 11:53:15.621> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:15.622> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:15.623> Changed draw type to: Line
   [INFO] <2022-05-14; 11:53:19.535> Loading world background image took 10393ms.
   [INFO] <2022-05-14; 11:53:19.890> Successfully loaded world background image
   [INFO] <2022-05-14; 11:53:25.955> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:25.956> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:25.956> Changed draw size to: 1
   [INFO] <2022-05-14; 11:53:25.956> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:25.957> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:25.957> Changed draw size to: 0
   [INFO] <2022-05-14; 11:53:26.059> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:26.060> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:26.060> Changed draw size to: 0
   [INFO] <2022-05-14; 11:53:31.543> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:31.544> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:31.544> Toggled fancy lines to: true
   [INFO] <2022-05-14; 11:53:39.505> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:39.506> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:39.506> Toggled fancy lines to: false
   [INFO] <2022-05-14; 11:53:40.475> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:40.478> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:40.480> Toggled terminus points to: true
   [INFO] <2022-05-14; 11:53:42.967> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:42.970> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:42.972> Toggled age fade to: true
   [INFO] <2022-05-14; 11:53:45.410> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:45.411> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:45.411> Changed draw size to: 0
   [INFO] <2022-05-14; 11:53:45.453> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:45.454> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:45.454> Changed draw size to: 1
   [INFO] <2022-05-14; 11:53:45.534> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:45.534> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:45.534> Changed draw size to: 2
   [INFO] <2022-05-14; 11:53:45.875> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:45.876> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:45.876> Changed draw size to: 1
   [INFO] <2022-05-14; 11:53:46.253> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:46.254> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:46.254> Changed draw size to: 1
   [INFO] <2022-05-14; 11:53:47.911> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:47.912> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:47.912> Changed draw size to: 1
   [INFO] <2022-05-14; 11:53:47.952> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:47.952> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:47.953> Changed draw size to: 0
   [INFO] <2022-05-14; 11:53:48.204> Saving and writing settings to config file
   [INFO] <2022-05-14; 11:53:48.204> Successfully saved and wrote settings to config file
   [INFO] <2022-05-14; 11:53:48.205> Changed draw size to: 0
   [INFO] <2022-05-14; 11:53:51.255> Changed the world background image X offset to: -6384
   [INFO] <2022-05-14; 11:53:51.257> Changed the world background image X offset to: -6461
   [INFO] <2022-05-14; 11:53:51.304> Changed the world background image X offset to: -6945
   [INFO] <2022-05-14; 11:53:51.361> Changed the world background image X offset to: -7484
   [INFO] <2022-05-14; 11:53:51.405> Changed the world background image X offset to: -7753
   [INFO] <2022-05-14; 11:53:51.447> Changed the world background image X offset to: -8076
   [INFO] <2022-05-14; 11:53:51.485> Changed the world background image X offset to: -8237
   [INFO] <2022-05-14; 11:53:51.522> Changed the world background image X offset to: -8614
   [INFO] <2022-05-14; 11:53:51.558> Changed the world background image X offset to: -8830
   [INFO] <2022-05-14; 11:53:51.593> Changed the world background image X offset to: -8883
   [INFO] <2022-05-14; 11:53:51.791> Changed the world background image X offset to: -8937
   [INFO] <2022-05-14; 11:53:51.852> Changed the world background image X offset to: -9314
   [INFO] <2022-05-14; 11:53:51.889> Changed the world background image X offset to: -9368
   [INFO] <2022-05-14; 11:53:51.931> Changed the world background image X offset to: -9422
   [INFO] <2022-05-14; 11:53:52.093> Changed the world background image X offset to: -9476
   [INFO] <2022-05-14; 11:53:52.137> Changed the world background image X offset to: -9637
   [INFO] <2022-05-14; 11:53:52.192> Changed the world background image X offset to: -9422
   [INFO] <2022-05-14; 11:53:52.451> Changed the world background image X offset to: -9368
   [INFO] <2022-05-14; 11:53:52.499> Changed the world background image X offset to: -9314
   [INFO] <2022-05-14; 11:53:52.557> Changed the world background image X offset to: -8883
   [INFO] <2022-05-14; 11:53:52.600> Changed the world background image X offset to: -8830
   [INFO] <2022-05-14; 11:53:52.644> Changed the world background image X offset to: -8668
   [INFO] <2022-05-14; 11:53:52.682> Changed the world background image X offset to: -8399
   [INFO] <2022-05-14; 11:53:52.717> Changed the world background image X offset to: -8237
   [INFO] <2022-05-14; 11:53:52.752> Changed the world background image X offset to: -8130
   [INFO] <2022-05-14; 11:53:52.812> Changed the world background image X offset to: -7807
   [INFO] <2022-05-14; 11:53:52.848> Changed the world background image X offset to: -7699
   [INFO] <2022-05-14; 11:53:52.886> Changed the world background image X offset to: -7537
   [INFO] <2022-05-14; 11:53:52.925> Changed the world background image X offset to: -7161
   [INFO] <2022-05-14; 11:53:52.993> Changed the world background image X offset to: -6999
   [INFO] <2022-05-14; 11:53:53.048> Changed the world background image X offset to: -6568
   [INFO] <2022-05-14; 11:53:53.090> Changed the world background image X offset to: -6407
   [INFO] <2022-05-14; 11:53:53.123> Changed the world background image X offset to: -6245
   [INFO] <2022-05-14; 11:53:53.161> Changed the world background image X offset to: -6084
   [INFO] <2022-05-14; 11:53:53.205> Changed the world background image X offset to: -6030
   [INFO] <2022-05-14; 11:53:53.243> Changed the world background image X offset to: -5815
   [INFO] <2022-05-14; 11:53:53.286> Changed the world background image X offset to: -5384
   [INFO] <2022-05-14; 11:53:53.328> Changed the world background image X offset to: -5169
   [INFO] <2022-05-14; 11:53:53.365> Changed the world background image X offset to: -5061
   [INFO] <2022-05-14; 11:53:53.407> Changed the world background image X offset to: -4576
   [INFO] <2022-05-14; 11:53:53.446> Changed the world background image X offset to: -4146
   [INFO] <2022-05-14; 11:53:53.481> Changed the world background image X offset to: -3607
   [INFO] <2022-05-14; 11:53:53.528> Changed the world background image X offset to: -3230
   [INFO] <2022-05-14; 11:53:53.567> Changed the world background image X offset to: -3015
   [INFO] <2022-05-14; 11:53:53.606> Changed the world background image X offset to: -2800
   [INFO] <2022-05-14; 11:53:53.606> Changed the world background image X offset to: -2746
   [INFO] <2022-05-14; 11:53:53.640> Changed the world background image X offset to: -2638
   [INFO] <2022-05-14; 11:53:53.680> Changed the world background image X offset to: -2154
   [INFO] <2022-05-14; 11:53:53.731> Changed the world background image X offset to: -1454
   [INFO] <2022-05-14; 11:53:53.788> Changed the world background image X offset to: -377
   [INFO] <2022-05-14; 11:53:53.828> Changed the world background image X offset to: 162
