[INFO] <2022-04-22; 12:46:33> Player Tracker Decoder App v1.5.5 - LOG FILE
   [INFO] <2022-04-22; 12:46:33> Initializing logger
   [INFO] <2022-04-22; 12:46:33> Logger successfully initialized
   [INFO] <2022-04-22; 12:46:33> Initializing primary systems
   [INFO] <2022-04-22; 12:46:33> Initializing settings subsystem
   [INFO] <2022-04-22; 12:46:33> Fetching and parsing settings from config file
   [INFO] <2022-04-22; 12:46:33> Settings: 12
   [INFO] <2022-04-22; 12:46:33> 0
   [INFO] <2022-04-22; 12:46:33> true
   [INFO] <2022-04-22; 12:46:33> 0
   [INFO] <2022-04-22; 12:46:33> true
   [INFO] <2022-04-22; 12:46:33> 5.0
   [INFO] <2022-04-22; 12:46:33> true
   [INFO] <2022-04-22; 12:46:33> LINE
   [INFO] <2022-04-22; 12:46:33> 260
   [INFO] <2022-04-22; 12:46:33> false
   [INFO] <2022-04-22; 12:46:33> false
   [INFO] <2022-04-22; 12:46:33> false
   [INFO] <2022-04-22; 12:46:33> Successfully fetched and parsed settings from config file
   [INFO] <2022-04-22; 12:46:33> Successfully initialized settings subsystem
   [INFO] <2022-04-22; 12:46:33> Initializing decoder subsystem
   [INFO] <2022-04-22; 12:46:33> Successfully initialized decoder subsystem
   [INFO] <2022-04-22; 12:46:33> Initializing primary frame subsystem
   [INFO] <2022-04-22; 12:46:33> Initializing main display subsystem
   [INFO] <2022-04-22; 12:46:33> Successfully initialized main display subsystem
   [INFO] <2022-04-22; 12:46:33> Successfully initialized primary frame subsystem
   [INFO] <2022-04-22; 12:46:33> Successfully initialized all subsystems
   [INFO] <2022-04-22; 12:46:36> Decoding process started
   [INFO] <2022-04-22; 12:46:36> Decoding data
   [INFO] <2022-04-22; 12:46:36> Fetched and indexed input file
   [INFO] <2022-04-22; 12:46:37> maxX: 2157 minX: -327; maxY: 0 minY: -1557
   [INFO] <2022-04-22; 12:46:37> xRange: 2484 yRange: 1557
   [INFO] <2022-04-22; 12:46:37> Successfully decoded data
   [INFO] <2022-04-22; 12:46:37> Setting data to display
   [INFO] <2022-04-22; 12:46:37> Successfully set data to display
   [INFO] <2022-04-22; 12:46:37> Updating points
   [INFO] <2022-04-22; 12:46:37> Updated points: 2733
   [INFO] <2022-04-22; 12:46:37> Decoding process finished successfully
   [INFO] <2022-04-22; 12:46:37> Initializing toolbar subsystem
   [INFO] <2022-04-22; 12:46:37> Successfully initialized toolbar subsystem
   [INFO] <2022-04-22; 12:46:37> Selected files: 1
   [INFO] <2022-04-22; 12:46:37> World background images are present, opening selection screen
   [INFO] <2022-04-22; 12:46:37> World background image is present, loading world background image
   [INFO] <2022-04-22; 12:46:38> Selected world background images: 1
   [INFO] <2022-04-22; 12:46:38> Loading world background image took 384ms.
   [INFO] <2022-04-22; 12:46:39> Successfully loaded world background image
   
