   [INFO] <2022-05-16; 14:49:38.213> Player Tracker Decoder App v1.7.9 - LOG FILE
   [INFO] <2022-05-16; 14:49:38.215> Initializing logger
   [INFO] <2022-05-16; 14:49:38.215> Logger successfully initialized
   [INFO] <2022-05-16; 14:49:38.216> Initializing primary systems
   [INFO] <2022-05-16; 14:49:38.217> Initializing settings subsystem
   [INFO] <2022-05-16; 14:49:38.217> Fetching and parsing settings from config file
   [INFO] <2022-05-16; 14:49:38.218> 1.0
   [INFO] <2022-05-16; 14:49:38.219> true
   [INFO] <2022-05-16; 14:49:38.219> 0
   [INFO] <2022-05-16; 14:49:38.220> Heat
   [INFO] <2022-05-16; 14:49:38.220> 200
   [INFO] <2022-05-16; 14:49:38.220> false
   [INFO] <2022-05-16; 14:49:38.221> false
   [INFO] <2022-05-16; 14:49:38.221> false
   [INFO] <2022-05-16; 14:49:38.221> true
   [INFO] <2022-05-16; 14:49:38.221> false
   [INFO] <2022-05-16; 14:49:38.222> ageFadeThreshold: 0
   [INFO] <2022-05-16; 14:49:38.222> Change_Size
   [INFO] <2022-05-16; 14:49:38.222> 1
   [INFO] <2022-05-16; 14:49:38.223> Settings: 12
   [WARNING] <2022-05-16; 14:49:38.223> Incomplete or old config file, updating the config file
   [INFO] <2022-05-16; 14:49:38.223> Saving and writing settings to config file
   [INFO] <2022-05-16; 14:49:38.229> Successfully saved and wrote settings to config file
   [INFO] <2022-05-16; 14:49:38.229> Successfully fetched and parsed settings from config file
   [INFO] <2022-05-16; 14:49:38.230> Successfully initialized settings subsystem
   [INFO] <2022-05-16; 14:49:38.231> Initializing decoder subsystem
   [INFO] <2022-05-16; 14:49:38.231> Successfully initialized decoder subsystem
   [INFO] <2022-05-16; 14:49:38.232> Initializing primary frame subsystem
   [INFO] <2022-05-16; 14:49:38.236> Initializing main display subsystem
   [INFO] <2022-05-16; 14:49:38.237> Successfully initialized main display subsystem
   [INFO] <2022-05-16; 14:49:38.245> Successfully initialized primary frame subsystem
   [INFO] <2022-05-16; 14:49:38.245> Loading resources
   [INFO] <2022-05-16; 14:49:39.287> Successfully initialized all subsystems
   [INFO] <2022-05-16; 14:49:43.586> Selected files: 10
   [INFO] <2022-05-16; 14:49:43.586> Decoding process started
   [INFO] <2022-05-16; 14:49:43.587> Decoding data
   [INFO] <2022-05-16; 14:49:43.588> Fetched and indexed input file: server-overworld-log-2022-01-24.txt
   [INFO] <2022-05-16; 14:49:43.588> Fetched and indexed input file: server-overworld-log-2022-01-25.txt
   [INFO] <2022-05-16; 14:49:43.589> Fetched and indexed input file: server-overworld-log-2022-01-28.txt
   [INFO] <2022-05-16; 14:49:43.589> Fetched and indexed input file: server-overworld-log-2022-01-29.txt
   [INFO] <2022-05-16; 14:49:43.589> Fetched and indexed input file: server-overworld-log-2022-01-30.txt
