[INFO] <2022-05-13; 12:25:21.932>    Player Tracker src.com.anip24.trackerDecoder.Decoder App v1.6.3 - LOG FILE
   [INFO] <2022-05-13; 12:25:21.934> Initializing logger
   [INFO] <2022-05-13; 12:25:21.935> src.com.anip24.trackerDecoder.Logger successfully initialized
   [INFO] <2022-05-13; 12:25:21.935> Initializing primary systems
   [INFO] <2022-05-13; 12:25:21.937> Initializing settings subsystem
   [INFO] <2022-05-13; 12:25:21.937> Fetching and parsing settings from config file
   [INFO] <2022-05-13; 12:25:21.938> src.com.anip24.trackerDecoder.Settings: 16
   [INFO] <2022-05-13; 12:25:21.938> 7
   [INFO] <2022-05-13; 12:25:21.939> true
   [INFO] <2022-05-13; 12:25:21.939> 0
   [INFO] <2022-05-13; 12:25:21.939> true
   [INFO] <2022-05-13; 12:25:21.940> 5.0
   [INFO] <2022-05-13; 12:25:21.940> true
   [INFO] <2022-05-13; 12:25:21.941> Heat
   [INFO] <2022-05-13; 12:25:21.941> 200
   [INFO] <2022-05-13; 12:25:21.942> false
   [INFO] <2022-05-13; 12:25:21.942> true
   [INFO] <2022-05-13; 12:25:21.942> false
   [INFO] <2022-05-13; 12:25:21.943> false
   [INFO] <2022-05-13; 12:25:21.943> false
   [INFO] <2022-05-13; 12:25:21.943> ageFadeThreshold: 0
   [INFO] <2022-05-13; 12:25:21.944> ChangeSize
   [INFO] <2022-05-13; 12:25:21.944> Successfully fetched and parsed settings from config file
   [INFO] <2022-05-13; 12:25:21.944> Successfully initialized settings subsystem
   [INFO] <2022-05-13; 12:25:21.945> Initializing decoder subsystem
   [INFO] <2022-05-13; 12:25:21.946> Successfully initialized decoder subsystem
   [INFO] <2022-05-13; 12:25:21.946> Initializing primary frame subsystem
   [INFO] <2022-05-13; 12:25:21.951> Initializing main display subsystem
   [INFO] <2022-05-13; 12:25:21.952> Antialiasing enabled on main display panel
   [INFO] <2022-05-13; 12:25:21.952> Successfully initialized main display subsystem
   [INFO] <2022-05-13; 12:25:21.960> Successfully initialized primary frame subsystem
   [INFO] <2022-05-13; 12:25:21.961> Loading resources
   [INFO] <2022-05-13; 12:25:22.821> Successfully initialized all subsystems
   [INFO] <2022-05-13; 12:25:26.865> Selected files: 7
   [INFO] <2022-05-13; 12:25:26.865> Decoding process started
   [INFO] <2022-05-13; 12:25:26.866> Decoding data
   [INFO] <2022-05-13; 12:25:26.867> Fetched and indexed input file
   [INFO] <2022-05-13; 12:25:26.868> Fetched and indexed input file
   [INFO] <2022-05-13; 12:25:26.868> Fetched and indexed input file
   [INFO] <2022-05-13; 12:25:26.869> Fetched and indexed input file
   [INFO] <2022-05-13; 12:25:26.869> Fetched and indexed input file
   [INFO] <2022-05-13; 12:25:26.870> Fetched and indexed input file
   [INFO] <2022-05-13; 12:25:26.870> Fetched and indexed input file
   [INFO] <2022-05-13; 12:25:27.205> maxX: 2305 minX: -2172; maxY: 1681 minY: -2583
   [INFO] <2022-05-13; 12:25:27.205> xRange: 4477 yRange: 4264
   [INFO] <2022-05-13; 12:25:27.205> Successfully decoded data
   [INFO] <2022-05-13; 12:25:27.206> Setting data to display
   [INFO] <2022-05-13; 12:25:27.224> Successfully set data to display
   [INFO] <2022-05-13; 12:25:27.224> Updating points
   [INFO] <2022-05-13; 12:25:27.242> Updated points: 12888
   [INFO] <2022-05-13; 12:25:27.242> Initializing toolbar subsystem
   [INFO] <2022-05-13; 12:25:27.684> Successfully initialized toolbar subsystem
   [INFO] <2022-05-13; 12:25:27.685> Selected files: 7
   [INFO] <2022-05-13; 12:25:27.686> World background images are present, opening selection screen
   [INFO] <2022-05-13; 12:25:27.686> Decoding process finished successfully
   [INFO] <2022-05-13; 12:25:27.687> Opening world background image dialog
   [ERROR] <2022-05-13; 12:25:27.736> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.737> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.737> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.737> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.738> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.738> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.738> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.738> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.739> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.739> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.739> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.739> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.740> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.740> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.740> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.740> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.741> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.741> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.741> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.741> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.741> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.742> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.742> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.742> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.742> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.742> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.743> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.743> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.743> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.743> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.744> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.744> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.744> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.744> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.744> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.745> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.745> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.745> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.745> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.746> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.746> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.746> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.747> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.747> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.748> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.748> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.749> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.749> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.750> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.750> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.750> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.750> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.751> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.751> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.751> 1 / 1
   [ERROR] <2022-05-13; 12:25:27.751> 1 / 1
