[INFO] <2022-04-07; 10:01:36> Player Tracker Decoder App v1.5.3 - LOG FILE
   [INFO] <2022-04-07; 10:01:36> Initializing logger
   [INFO] <2022-04-07; 10:01:36> Logger successfully initialized
   [INFO] <2022-04-07; 10:01:36> Initializing primary systems
   [INFO] <2022-04-07; 10:01:36> Initializing settings subsystem
   [INFO] <2022-04-07; 10:01:36> Fetching and parsing settings from config file
   [INFO] <2022-04-07; 10:01:36> Settings: 12
   [INFO] <2022-04-07; 10:01:36> 0
   [INFO] <2022-04-07; 10:01:36> true
   [INFO] <2022-04-07; 10:01:36> 0
   [INFO] <2022-04-07; 10:01:36> true
   [INFO] <2022-04-07; 10:01:36> 5.0
   [INFO] <2022-04-07; 10:01:36> true
   [INFO] <2022-04-07; 10:01:36> LINE
   [INFO] <2022-04-07; 10:01:36> 237
   [INFO] <2022-04-07; 10:01:36> false
   [INFO] <2022-04-07; 10:01:36> false
   [INFO] <2022-04-07; 10:01:36> false
   [INFO] <2022-04-07; 10:01:36> Successfully fetched and parsed settings from config file
   [INFO] <2022-04-07; 10:01:36> Successfully initialized settings subsystem
   [INFO] <2022-04-07; 10:01:36> Initializing decoder subsystem
   [INFO] <2022-04-07; 10:01:36> Successfully initialized decoder subsystem
   [INFO] <2022-04-07; 10:01:36> Initializing primary frame subsystem
   [INFO] <2022-04-07; 10:01:36> Initializing main display subsystem
   [INFO] <2022-04-07; 10:01:36> Successfully initialized main display subsystem
   [INFO] <2022-04-07; 10:01:36> Successfully initialized primary frame subsystem
   [INFO] <2022-04-07; 10:01:37> Successfully initialized all subsystems
   [INFO] <2022-04-07; 10:01:40> Decoding process started
   [INFO] <2022-04-07; 10:01:40> Decoding data
   [INFO] <2022-04-07; 10:01:40> Fetched and indexed input file
   [INFO] <2022-04-07; 10:01:41> maxX: 2069 minX: -374; maxY: 58 minY: -1563
   [INFO] <2022-04-07; 10:01:41> xRange: 2443 yRange: 1621
   [INFO] <2022-04-07; 10:01:41> Successfully decoded data
   [INFO] <2022-04-07; 10:01:41> Setting data to display
   [INFO] <2022-04-07; 10:01:41> Successfully set data to display
   [INFO] <2022-04-07; 10:01:41> Updating points
   [INFO] <2022-04-07; 10:01:41> Updated points: 2514
   [INFO] <2022-04-07; 10:01:41> Decoding process finished successfully
   [INFO] <2022-04-07; 10:01:41> Initializing toolbar subsystem
   [INFO] <2022-04-07; 10:01:41> Successfully initialized toolbar subsystem
   [INFO] <2022-04-07; 10:01:41> Selected files: 1
   [INFO] <2022-04-07; 10:01:41> World background images are present, opening selection screen
   [INFO] <2022-04-07; 10:01:41> World background image is present, loading world background image
   [INFO] <2022-04-07; 10:01:42> Selected world background images: 1
   [INFO] <2022-04-07; 10:01:58> Loading world background image took 15500ms.
   [INFO] <2022-04-07; 10:01:58> Successfully loaded world background image
   [INFO] <2022-04-07; 10:02:08> Saving and writing settings to config file
   [INFO] <2022-04-07; 10:02:08> Successfully saved and wrote settings to config file
   [INFO] <2022-04-07; 10:02:08> Changed draw size to: 0
   [INFO] <2022-04-07; 10:02:08> Saving and writing settings to config file
   [INFO] <2022-04-07; 10:02:08> Successfully saved and wrote settings to config file
   [INFO] <2022-04-07; 10:02:08> Changed draw size to: 1
   [INFO] <2022-04-07; 10:02:08> Saving and writing settings to config file
   [INFO] <2022-04-07; 10:02:08> Successfully saved and wrote settings to config file
   [INFO] <2022-04-07; 10:02:08> Changed draw size to: 2
   [INFO] <2022-04-07; 10:02:08> Saving and writing settings to config file
   [INFO] <2022-04-07; 10:02:08> Successfully saved and wrote settings to config file
   [INFO] <2022-04-07; 10:02:08> Changed draw size to: 1
   [INFO] <2022-04-07; 10:02:09> Saving and writing settings to config file
   [INFO] <2022-04-07; 10:02:09> Successfully saved and wrote settings to config file
   [INFO] <2022-04-07; 10:02:09> Changed draw size to: 0
   [INFO] <2022-04-07; 10:02:09> Saving and writing settings to config file
   [INFO] <2022-04-07; 10:02:09> Successfully saved and wrote settings to config file
   [INFO] <2022-04-07; 10:02:09> Changed draw size to: 0
   
