[INFO] <2022-04-07; 10:48:45> Player Tracker Decoder App v1.5.4 - LOG FILE
   [INFO] <2022-04-07; 10:48:45> Initializing logger
   [INFO] <2022-04-07; 10:48:45> Logger successfully initialized
   [INFO] <2022-04-07; 10:48:45> Initializing primary systems
   [INFO] <2022-04-07; 10:48:45> Initializing settings subsystem
   [INFO] <2022-04-07; 10:48:45> Fetching and parsing settings from config file
   [INFO] <2022-04-07; 10:48:45> Settings: 12
   [INFO] <2022-04-07; 10:48:45> 0
   [INFO] <2022-04-07; 10:48:45> true
   [INFO] <2022-04-07; 10:48:45> 0
   [INFO] <2022-04-07; 10:48:45> true
   [INFO] <2022-04-07; 10:48:45> 5.0
   [INFO] <2022-04-07; 10:48:45> true
   [INFO] <2022-04-07; 10:48:45> LINE
   [INFO] <2022-04-07; 10:48:45> 237
   [INFO] <2022-04-07; 10:48:45> false
   [INFO] <2022-04-07; 10:48:45> false
   [INFO] <2022-04-07; 10:48:45> false
   [INFO] <2022-04-07; 10:48:45> Successfully fetched and parsed settings from config file
   [INFO] <2022-04-07; 10:48:45> Successfully initialized settings subsystem
   [INFO] <2022-04-07; 10:48:45> Initializing decoder subsystem
   [INFO] <2022-04-07; 10:48:45> Successfully initialized decoder subsystem
   [INFO] <2022-04-07; 10:48:45> Initializing primary frame subsystem
   [INFO] <2022-04-07; 10:48:45> Initializing main display subsystem
   [INFO] <2022-04-07; 10:48:45> Successfully initialized main display subsystem
   [INFO] <2022-04-07; 10:48:45> Successfully initialized primary frame subsystem
   [INFO] <2022-04-07; 10:48:46> Successfully initialized all subsystems
   [INFO] <2022-04-07; 10:48:49> Decoding process started
   [INFO] <2022-04-07; 10:48:49> Decoding data
   [INFO] <2022-04-07; 10:48:49> Fetched and indexed input file
   [INFO] <2022-04-07; 10:48:49> maxX: 0 minX: -327; maxY: 58 minY: -1500
   [INFO] <2022-04-07; 10:48:49> xRange: 327 yRange: 1558
   [INFO] <2022-04-07; 10:48:49> Successfully decoded data
   [INFO] <2022-04-07; 10:48:49> Setting data to display
   [INFO] <2022-04-07; 10:48:49> Successfully set data to display
   [INFO] <2022-04-07; 10:48:49> Updating points
   [INFO] <2022-04-07; 10:48:49> Updated points: 732
   [INFO] <2022-04-07; 10:48:49> Decoding process finished successfully
   [INFO] <2022-04-07; 10:48:49> Initializing toolbar subsystem
   
